Mean_RR,Min_RR,Max_RR,Median_HR,Sample_Entropy,App_Entropy,Perm_Entropy,logMeanRR,Higuchi_FD,AFEntropy,Label
294.8333333333333,280,317,0.2040839937525308,0.06326847895078942,0.12855970425479013,0.7045252204055917,5.6864102249317305,1.2163407779829232,-2.219215388629222,0
253.0,6,309,0.20374042984964486,0.06122078492841665,0.1314296793824017,0.684769166400666,5.53338948872752,1.2129398338694066,-2.2064607382211485,0
289.4166666666667,267,312,0.2083358450984411,0.06593421988976655,0.12621401599862825,0.7227333784770235,5.667867402956074,1.2144229040254033,-2.216533343187175,0
177.33333333333334,3,300,0.25862068965517243,0.06728890687353534,0.13413050705044216,0.725574513738825,5.1780312006735345,1.223788976839511,-2.209577862045935,0
277.9230769230769,60,310,0.20134228187919462,0.06358061155631534,0.1307226776430377,0.6980127026553734,5.627344373686103,1.2294570656199726,-2.20221764452219,0
294.25,277,306,0.20376392444475194,0.06900320501179956,0.13682729234536217,0.7102527670979869,5.6844297461403865,1.2214012325724593,-2.203804463720149,0
286.75,276,297,0.20833333333333334,0.066024308055107,0.13222627565600176,0.7198368065822481,5.65861075600948,1.2237491689269826,-2.2105521766827025,0
278.7142857142857,267,288,0.21466973886328725,0.06694269535881982,0.14814609478784924,0.7333896471897695,5.630187191567798,1.2256093724127721,-2.2111490355956644,0
217.58823529411765,4,289,0.23255813953488372,0.08356517009501462,0.15977547107394052,0.7230700409179428,5.382604447776238,1.2249436995499758,-2.1960383578494587,0
56.98461538461538,2,280,10.0,0.0759828285267604,0.1574507508291938,0.7193005780326017,4.042781325870433,1.2493693133741832,-2.1966951108978017,0
173.1904761904762,4,274,0.25,0.08250211794663197,0.15804621325686785,0.71368074707036,5.154392007263566,1.2226088262468238,-2.208603667537233,0
284.3076923076923,223,355,0.21428571428571427,0.06742470324527355,0.14651279628254565,0.7009725474301025,5.650057075300038,1.2101749660244694,-2.2221312956000596,3
294.25,279,319,0.2058373543603625,0.06780864521805198,0.1342296266001779,0.7154022794247001,5.6844297461403865,1.207433998822503,-2.1986447209318762,0
275.7142857142857,265,287,0.21699890127138596,0.07427771600703102,0.1452816900558478,0.6914155134615253,5.619365132843618,1.2107985800306276,-2.1984982371732156,0
279.92857142857144,267,298,0.21466973886328725,0.07634348380481885,0.1538670097431205,0.694576948388408,5.634534468584373,1.2339051421489395,-2.203654804497589,0
157.88,2,292,0.26785714285714285,0.07501771048020146,0.1524765422495713,0.7201860171087917,5.061835250794647,1.2240290038640773,-2.2036316779770755,0
265.85714285714283,248,284,0.22388371413057098,0.07424803556683375,0.13944427473458498,0.7018737284480688,5.582959107586937,1.2175561756338869,-2.2072917980348596,0
284.6923076923077,268,306,0.21052631578947367,0.0669062628260273,0.1348882835898153,0.691456792975285,5.651408974924619,1.212432551606601,-2.213314983010712,0
181.57894736842104,2,303,0.2564102564102564,0.07019853067187873,0.13648270959632525,0.716186098042517,5.201690530858965,1.2302251657348715,-2.2140045415273666,0
283.07142857142856,272,295,0.21314992428066631,0.06261951926063936,0.1315103967481348,0.7218601410752118,5.645699263575176,1.215207810942243,-2.2211269511665095,0
290.6666666666667,277,306,0.2054794520547945,0.07329454986019222,0.13591742561646014,0.7333874582972552,5.67217713524087,1.219913739658479,-2.205438127841218,0
288.0,222,368,0.21016341954164008,0.06465413763113852,0.13087656732931063,0.6831305802150108,5.662960480135946,1.2026277200963962,-2.1969505153504216,0
292.4166666666667,279,307,0.20725450423577138,0.06490761689486983,0.12800390249384552,0.7026029057095217,5.678179725795215,1.2003349182958236,-2.2051516412285417,0
291.25,274,309,0.20725450423577138,0.06713350214423103,0.13000576516395457,0.7088278588166875,5.674182004879911,1.195359267593278,-2.2050353378138348,0
291.25,277,307,0.20478054235392787,0.07213376809175455,0.13690089202119404,0.7226518858677758,5.674182004879911,1.220177091661582,-2.2142754190929996,0
289.15384615384613,268,305,0.20689655172413793,0.06509182593520325,0.12565742448384332,0.6849756316219061,5.666958886102641,1.218748243553816,-2.220374840577309,0
286.75,274,301,0.2097902097902098,0.06548753852126019,0.13137244200697373,0.7201696721769775,5.65861075600948,1.2156156449981257,-2.209780401976213,0
288.75,202,369,0.2069186952230322,0.07161241338003015,0.14087116344445216,0.7074002407261357,5.665561261836003,1.2126931982325628,-2.1990456972042627,0
292.6666666666667,277,307,0.2054794520547945,0.0652608274113483,0.13192123391122945,0.6963528705122626,5.679034304967007,1.2036113331843021,-2.2031506561951084,0
290.0833333333333,276,304,0.20942472161984357,0.06791845956291691,0.13115276672863607,0.7141002471790171,5.670168238023439,1.2132958251056476,-2.197826847653032,0
296.0833333333333,217,370,0.20236145236145237,0.06698128620637155,0.13111569939542944,0.7133242400410125,5.690640946233026,1.2315359797713499,-2.2234114662339146,0
293.5,232,355,0.20271195726612792,0.06467157944098413,0.12804336546153716,0.6981261689788564,5.681877639268151,1.2035925003584214,-2.2043473197979204,0
296.4166666666667,283,314,0.20134454917063613,0.06468672192587595,0.12440042728946876,0.7027283415736064,5.6917661221604545,1.2049617284695862,-2.2168459076365967,0
292.75,279,313,0.2055011436279397,0.06254378102069989,0.12880562876333457,0.7020076920619654,5.679319002477826,1.207648119938897,-2.1967446995899995,0
290.5,277,303,0.2069359212216355,0.06608182673145463,0.1302599309926642,0.7218735947706747,5.671603576291966,1.2040910983604598,-2.198996766312153,0
