Mean_RR,Min_RR,Max_RR,Median_HR,logMeanRR,Sample_Entropy,App_Entropy,Perm_Entropy,Spectral_Entropy,SVD_Entropy,Hjorth_Mobility,Hjorth_Complexity,Higuchi_FD,Lempel_Ziv_Complexity,Label
293.25,230.0,360.0,0.20618556701030927,5.681025487533585,0.0630460578921752,0.13206028202829434,0.6975163382178454,0.6623638474106571,0.5498676464831991,0.3112520749781086,1.6166166867436664,1.2227843404571785,0.17051242605643474,0
441.0,284.0,879.0,0.19485654635751115,6.089044875446846,0.061189626453371275,0.12125029817936572,0.6998604326730944,0.6564447185800671,0.5393379003374432,0.2988989484425631,1.6522462561409814,1.2169754137617983,0.1525637496294416,0
577.0,288.0,854.0,0.10067114093959731,6.3578422665081,0.07001919022212354,0.13197503412691614,0.6979153015885877,0.6584498353256063,0.5239127322108825,0.2954815227231733,1.689403592406415,1.2169795730212474,0.14358941141594503,0
322.8181818181818,280.0,569.0,0.19933554817275748,5.7770892601447175,0.058172398579936835,0.13024688045262245,0.7065825161551609,0.6567157994714701,0.5247239861547096,0.30487016479930895,1.616413460139243,1.2250342741960925,0.18846110248342787,0
442.125,288.0,894.0,0.1960868079289132,6.091592647525645,0.06326847895078942,0.12855970425479013,0.7045252204055917,0.6532388258537953,0.526470856527846,0.29787112103039476,1.6439742878716002,1.2163407779829232,0.14059796534477953,0
507.75,270.0,903.0,0.15376344086021507,6.229989200460494,0.06244563036141506,0.12589676907359748,0.7202098850844495,0.6454585190520865,0.5215283005032069,0.2869504606659216,1.678515923019721,1.2030441816573796,0.15854664177177263,0
293.5833333333333,276.0,312.0,0.2030509173366316,5.682161528553237,0.07396435869275574,0.14955185759470058,0.7211150039752385,0.6603088536979503,0.5330679221436422,0.29245458903504723,1.7069778623285827,1.2340952434214791,0.15854664177177263,0
1741.0,861.0,2621.0,0.046289218547060924,7.462214939768189,0.07156762780984363,0.13434504089233545,0.7389380605247436,0.6590643964278813,0.5413119267564803,0.3043713659931254,1.6284477521583318,1.227217848811159,0.1645295339141037,0
977.3333333333334,317.0,1748.0,0.06920415224913495,6.884827774338432,0.06426933660512053,0.12947542648146326,0.7088648195695081,0.6554747658796151,0.5374474061005315,0.298099338044252,1.6414270434696132,1.2129155853781077,0.15555519570060714,0
464.2857142857143,288.0,854.0,0.20202020202020202,6.14050012626847,0.06122078492841665,0.1314296793824017,0.684769166400666,0.6542151933291105,0.5366629402623414,0.29689818730312467,1.648676052983178,1.2129398338694066,0.13162362713128295,0
342.8333333333333,290.0,553.0,0.19869510389824002,5.837244420424902,0.0623646746498521,0.12833896558083446,0.6961394264358172,0.6517762193373182,0.5342989930312377,0.2930160263380715,1.675363492118765,1.2131210252140017,0.1525637496294416,0
385.44444444444446,270.0,867.0,0.20202020202020202,5.95439706963353,0.06503616352623082,0.1360367301532086,0.7368058391173933,0.6572566813004658,0.5434352416414818,0.3030807691747147,1.6444779832685377,1.223589591246974,0.1675209799852692,0
441.875,286.0,881.0,0.19576325314030232,6.0910270366508374,0.060536948515804954,0.12853439668983802,0.726827879582279,0.6561140769834181,0.5448352914095901,0.3052875326920444,1.6253084666694184,1.221814833035913,0.137606519273614,0
383.77777777777777,267.0,582.0,0.2,5.950063681370405,0.06500664215153248,0.1320941149608661,0.6899973422020832,0.6628051353140432,0.5450877112155414,0.3071140752385818,1.670140644168964,1.2301056360006788,0.12863218106011742,0
315.6363636363636,267.0,581.0,0.20761245674740483,5.754590802981871,0.06593421988976655,0.12621401599862825,0.7227333784770235,0.6527119755753842,0.5325940730059472,0.29791575243160284,1.6379331308389125,1.2144229040254033,0.137606519273614,0
396.625,261.0,587.0,0.20304626660558867,5.9829912499033595,0.07126615471962204,0.14109310672446207,0.7373771693498113,0.6603409105307428,0.5348704860913027,0.3016347236654777,1.676170701266963,1.2325952647693224,0.14059796534477953,0
337.8181818181818,268.0,851.0,0.20618556701030927,5.822507827135358,0.06753351710084599,0.1383069168744615,0.700675247107657,0.6607216951010986,0.5396624227575382,0.3026036416849331,1.6767421955087742,1.2289656284684585,0.13162362713128295,0
286.25,269.0,301.0,0.20942472161984357,5.65686555486845,0.07005178721477393,0.13866024728617798,0.7230995723969607,0.6646879034325592,0.5541312770528599,0.31628850600549346,1.5971084068692325,1.2513110061313883,0.13461507320244848,0
393.375,277.0,834.0,0.2040910773787486,5.974763355384571,0.06394046282754239,0.14022319969685104,0.7411150732671175,0.6539106800157569,0.5426330056695489,0.3009790324690115,1.6398086112263608,1.2517833052779814,0.14059796534477953,0
371.1,267.0,861.0,0.20236145236145237,5.916471568066552,0.06728890687353534,0.13413050705044216,0.725574513738825,0.653627373297544,0.5360404446496788,0.2952305911909382,1.66099595487481,1.223788976839511,0.17051242605643474,0
